(UTC),Latitudine,Longitudine,Profonditą,Magnitudo_orig,Magnitude,Scala,Fonte
2015-04-25,44.201,10.89,10.8,2.5--ML,2.5,ML,BULLETIN
2015-04-25,38.489,12.9,10.2,2.9--ML,2.9,ML,BULLETIN
2015-04-24,38.515,12.914,30.7,2.8--ML,2.8,ML,BULLETIN
2015-04-24,42.779,13.224,10.7,2.6--ML,2.6,ML,BULLETIN
2015-04-24,44.229,11.92,19.2,2.6--ML,2.6,ML,BULLETIN
2015-04-24,38.517,12.839,25.7,2.8--ML,2.8,ML,BULLETIN
2015-04-24,44.237,11.919,19.8,3.1--ML,3.1,ML,BULLETIN
2015-04-24,44.25,11.908,22.2,4.0--ML,4,ML,BULLETIN
2015-04-24,44.257,11.902,23.4,2.7--ML,2.7,ML,BULLETIN
2015-04-24,39.088,17.072,6,2.6--ML,2.6,ML,BULLETIN
2015-04-24,39.218,15.614,217.8,2.5--ML,2.5,ML,BULLETIN
2015-04-23,39.299,15.178,316.4,2.9--ML,2.9,ML,BULLETIN
2015-04-23,42.499,13.279,10.7,2.6--ML,2.6,ML,BULLETIN
2015-04-23,42.865,13.287,6.8,2.5--ML,2.5,ML,BULLETIN
2015-04-20,44.196,10.874,9.1,2.5--ML,2.5,ML,BULLETIN
2015-04-20,37.806,15.153,3.1,3.6--ML,3.6,ML,BULLETIN
2015-04-19,37.352,15.682,25.7,2.6--ML,2.6,ML,BULLETIN
2015-04-19,38.506,12.918,22.5,3.5--ML,3.5,ML,BULLETIN
2015-04-19,37.838,15.134,4.2,2.5--ML,2.5,ML,BULLETIN
2015-04-18,42.872,13.301,6.9,2.9--ML,2.9,ML,BULLETIN
2015-04-17,44.189,10.893,10.4,2.5--ML,2.5,ML,BULLETIN
2015-04-17,44.188,10.898,11.6,2.5--ML,2.5,ML,BULLETIN
2015-04-17,41.773,15.359,23.1,3.1--ML,3.1,ML,BULLETIN
2015-04-17,39.469,15.633,213.6,2.6--ML,2.6,ML,BULLETIN
2015-04-17,44.506,6.702,8.6,2.6--ML,2.6,ML,BULLETIN
2015-04-17,39.088,16.354,24.9,2.8--ML,2.8,ML,BULLETIN
2015-04-16,44.195,10.885,10,3.3--Mw,3.3,Mw,BULLETIN
2015-04-16,44.194,10.881,9.3,2.6--ML,2.6,ML,BULLETIN
2015-04-16,41.774,15.337,10,3.2--ML,3.2,ML,BULLETIN
2015-04-16,41.783,15.345,23.4,3.7--Mw,3.7,Mw,BULLETIN
2015-04-16,44.196,10.878,9.4,2.7--ML,2.7,ML,BULLETIN
2015-04-15,44.207,10.879,9.3,2.7--ML,2.7,ML,BULLETIN
2015-04-15,38.906,15.471,256.6,4.3--Mw,4.3,Mw,BULLETIN
2015-04-15,43.396,12.515,8.3,2.9--ML,2.9,ML,BULLETIN
2015-04-14,38.316,14.806,126.6,2.5--ML,2.5,ML,BULLETIN
2015-04-13,39.221,14.505,408.4,3.2--ML,3.2,ML,BULLETIN
2015-04-12,38.963,15.717,221.8,3.1--ML,3.1,ML,BULLETIN
2015-04-11,44.494,6.676,10,3.2--ML,3.2,ML,BULLETIN
2015-04-11,44.496,6.679,15.5,2.6--ML,2.6,ML,BULLETIN
2015-04-08,42.875,13.29,7.8,3.2--Mw,3.2,Mw,BULLETIN
2015-04-07,41.923,12.715,15.7,2.5--ML,2.5,ML,BULLETIN
2015-04-06,39.413,15.417,267.2,3.3--ML,3.3,ML,BULLETIN
2015-04-06,44.188,10.898,13.2,2.6--ML,2.6,ML,BULLETIN
2015-04-06,44.178,10.881,9.2,2.8--ML,2.8,ML,BULLETIN
2015-04-05,39.306,15.63,12,2.7--ML,2.7,ML,BULLETIN
2015-04-04,40.488,13.542,12.9,2.9--ML,2.9,ML,BULLETIN
2015-04-03,40.846,16.248,6.2,3.2--ML,3.2,ML,BULLETIN
2015-04-03,38.537,12.884,38,3.7--ML,3.7,ML,BULLETIN
2015-04-02,39.746,16.278,8,2.5--ML,2.5,ML,BULLETIN
2015-04-01,44.515,6.701,11.4,2.7--ML,2.7,ML,BULLETIN
2015-04-01,44.18,11.71,21.4,3.2--ML,3.2,ML,BULLETIN
2015-03-29,37.344,16.421,26.3,2.6--ML,2.6,ML,BULLETIN
2015-03-29,38.102,16.173,10.2,3.0--ML,3,ML,BULLETIN
2015-03-29,38.085,16.209,14.7,3.6--ML,3.6,ML,BULLETIN
2015-03-28,38.089,16.205,19,3.0--ML,3,ML,BULLETIN
2015-03-28,37.618,16.117,35,3.1--ML,3.1,ML,BULLETIN
2015-03-27,43.623,11.238,7.6,3.0--ML,3,ML,BULLETIN
2015-03-27,43.944,11.608,6.2,2.6--ML,2.6,ML,BULLETIN
2015-03-24,44.802,10.144,18.2,2.6--ML,2.6,ML,BULLETIN
2015-03-23,38.541,13.242,8.1,2.8--ML,2.8,ML,BULLETIN
2015-03-23,45.733,10.492,6.1,2.9--ML,2.9,ML,BULLETIN
2015-03-22,38.742,15.73,161.9,2.6--ML,2.6,ML,BULLETIN
2015-03-22,44.17,10.872,14.8,3.1--ML,3.1,ML,BULLETIN
2015-03-22,44.21,10.879,8.2,3.1--ML,3.1,ML,BULLETIN
2015-03-21,38.376,15.398,120.5,2.5--ML,2.5,ML,BULLETIN
2015-03-19,36.218,13.422,28.5,2.5--ML,2.5,ML,BULLETIN
2015-03-19,36.27,13.43,28.5,2.6--ML,2.6,ML,BULLETIN
2015-03-19,39.011,15.444,239.6,2.6--ML,2.6,ML,BULLETIN
2015-03-19,36.212,13.586,20.7,3.0--ML,3,ML,BULLETIN
2015-03-18,42.718,13.048,9.9,2.5--ML,2.5,ML,BULLETIN
2015-03-15,41.741,16.003,27.3,3.1--ML,3.1,ML,BULLETIN
2015-03-15,38.355,15.425,121.3,2.5--ML,2.5,ML,BULLETIN
2015-03-15,38.332,15.414,124.1,2.5--ML,2.5,ML,BULLETIN
2015-03-15,44.179,10.889,10,2.7--ML,2.7,ML,BULLETIN
2015-03-13,38.517,15.475,247,2.8--ML,2.8,ML,BULLETIN
2015-03-13,41.527,14.589,15,3.0--ML,3,ML,BULLETIN
2015-03-12,38.429,16.258,9.6,3.2--ML,3.2,ML,BULLETIN
2015-03-11,37.01,16.461,34.9,2.6--ML,2.6,ML,BULLETIN
2015-03-11,38.473,14.489,11.1,2.8--ML,2.8,ML,BULLETIN
2015-03-11,44.892,11.281,9.7,2.9--ML,2.9,ML,BULLETIN
2015-03-10,38.872,15.4,253.1,2.9--ML,2.9,ML,BULLETIN
2015-03-09,43.018,14.137,25.6,2.6--ML,2.6,ML,BULLETIN
2015-03-09,43.46,10.408,14,2.7--ML,2.7,ML,BULLETIN
2015-03-08,44.265,7.331,15.2,2.6--ML,2.6,ML,BULLETIN
2015-03-08,45.917,10.645,7.6,2.8--ML,2.8,ML,BULLETIN
2015-03-08,44.179,10.885,11,2.7--ML,2.7,ML,BULLETIN
2015-03-08,44.199,10.888,9.8,2.6--ML,2.6,ML,BULLETIN
2015-03-04,43.604,11.175,9.2,3.7--Mw,3.7,Mw,BULLETIN
2015-03-03,43.594,11.164,9,3.3--ML,3.3,ML,BULLETIN
2015-03-02,42.999,14.023,8,3.4--ML,3.4,ML,BULLETIN
2015-03-01,38.391,15.422,123.3,2.6--ML,2.6,ML,BULLETIN
2015-03-01,36.617,13.188,13.7,2.6--ML,2.6,ML,BULLETIN
2015-02-28,41.95,13.534,10.6,4.1--Mw,4.1,Mw,BULLETIN
2015-02-27,44.19,10.877,8.6,2.6--ML,2.6,ML,BULLETIN
2015-02-27,44.194,10.892,10.4,2.8--ML,2.8,ML,BULLETIN
2015-02-26,44.193,10.903,11,2.5--ML,2.5,ML,BULLETIN
2015-02-26,38.329,15.616,90.2,3.3--ML,3.3,ML,BULLETIN
2015-02-25,44.197,10.884,9.3,2.5--ML,2.5,ML,BULLETIN
2015-02-25,37.299,16.492,31.8,3.0--ML,3,ML,BULLETIN
2015-02-25,44.2,10.889,10.1,2.6--ML,2.6,ML,BULLETIN
2015-02-25,47.247,11.078,5.8,2.5--ML,2.5,ML,BULLETIN
2015-02-25,44.094,12.022,25.7,2.5--ML,2.5,ML,BULLETIN
2015-02-24,44.1,12.041,22.4,3.3--ML,3.3,ML,BULLETIN
2015-02-24,44.192,10.886,9.6,2.7--ML,2.7,ML,BULLETIN
2015-02-23,37.419,14.745,24.6,3.1--ML,3.1,ML,BULLETIN
2015-02-22,39.466,17.084,6.2,2.8--ML,2.8,ML,BULLETIN
2015-02-22,47.044,14.525,10,3.0--ML,3,ML,BULLETIN
2015-02-21,47.968,8.097,6.9,2.6--ML,2.6,ML,SURVEY
2015-02-21,37.951,14.908,35.7,2.6--ML,2.6,ML,BULLETIN
2015-02-18,38.482,14.866,9.3,2.5--ML,2.5,ML,BULLETIN
2015-02-18,44.189,11.411,8.6,2.5--ML,2.5,ML,BULLETIN
2015-02-18,44.179,11.416,8.1,2.5--ML,2.5,ML,BULLETIN
2015-02-17,44.192,10.881,9.5,2.5--ML,2.5,ML,BULLETIN
2015-02-17,44.177,11.406,8.4,3.7--Mw,3.7,Mw,BULLETIN
2015-02-17,44.182,11.403,8.9,2.5--ML,2.5,ML,BULLETIN
2015-02-16,43.4,12.425,6.8,2.5--ML,2.5,ML,BULLETIN
2015-02-16,38.719,14.78,282.9,3.1--ML,3.1,ML,BULLETIN
2015-02-16,38.982,15.694,185.2,2.8--ML,2.8,ML,BULLETIN
2015-02-15,44.915,10.946,8.4,2.5--ML,2.5,ML,BULLETIN
2015-02-15,44.646,10.018,30.2,2.6--ML,2.6,ML,BULLETIN
2015-02-15,38.384,15.178,117.2,2.5--ML,2.5,ML,BULLETIN
2015-02-15,44.394,7.272,11.5,2.8--ML,2.8,ML,BULLETIN
2015-02-14,44.785,9.35,19.7,2.9--ML,2.9,ML,BULLETIN
2015-02-14,43.11,12.567,7.7,2.8--ML,2.8,ML,BULLETIN
2015-02-14,41.825,15.593,20.8,2.5--ML,2.5,ML,BULLETIN
2015-02-13,44.542,9.459,7.5,2.5--ML,2.5,ML,BULLETIN
2015-02-13,39.014,15.331,270.6,2.6--ML,2.6,ML,BULLETIN
2015-02-13,44.548,9.471,7.1,2.5--ML,2.5,ML,BULLETIN
2015-02-13,46.11,15.058,10,2.8--ML,2.8,ML,BULLETIN
2015-02-12,39.282,15.67,225.4,2.8--ML,2.8,ML,BULLETIN
2015-02-11,42.733,13.364,21.6,3.0--ML,3,ML,BULLETIN
2015-02-11,42.729,13.355,22,2.8--ML,2.8,ML,BULLETIN
2015-02-11,38.057,14.738,6.9,3.1--ML,3.1,ML,BULLETIN
2015-02-11,38.064,14.736,7.1,2.9--ML,2.9,ML,BULLETIN
2015-02-10,43.221,6.801,1,2.6--ML,2.6,ML,BULLETIN
2015-02-08,38.581,14.884,7.2,3.0--ML,3,ML,BULLETIN
2015-02-08,38.555,14.889,7.7,2.9--ML,2.9,ML,BULLETIN
2015-02-08,40.05,15.453,308.5,2.6--ML,2.6,ML,BULLETIN
2015-02-08,43.436,13.527,14.8,2.5--ML,2.5,ML,BULLETIN
2015-02-08,37.341,15.262,20.3,3.0--ML,3,ML,BULLETIN
2015-02-08,38.422,15.436,123.3,2.7--ML,2.7,ML,BULLETIN
2015-02-08,38.516,12.995,6.8,2.5--ML,2.5,ML,BULLETIN
2015-02-08,38.518,13.026,10,2.7--ML,2.7,ML,BULLETIN
2015-02-07,38.106,15.121,8.7,2.5--ML,2.5,ML,BULLETIN
2015-02-07,38.441,15.812,13.3,2.6--ML,2.6,ML,BULLETIN
2015-02-06,38.855,16.428,6.8,3.0--ML,3,ML,BULLETIN
2015-02-06,38.853,16.436,7.2,3.2--ML,3.2,ML,BULLETIN
2015-02-06,38.696,15.156,255.8,4.7--Mw,4.7,Mw,BULLETIN
2015-02-06,41.779,13.814,9.1,2.9--ML,2.9,ML,BULLETIN
2015-02-04,38.424,13.675,19.8,3.1--ML,3.1,ML,BULLETIN
2015-02-04,41.907,12.686,14.6,2.6--ML,2.6,ML,BULLETIN
2015-02-04,36.869,16.185,30.2,3.0--ML,3,ML,BULLETIN
2015-02-02,43.414,8.283,15.4,2.6--ML,2.6,ML,BULLETIN
2015-02-02,38.448,13.657,24.4,3.4--ML,3.4,ML,BULLETIN
2015-01-31,47.146,7.167,9.4,3.0--ML,3,ML,SURVEY
2015-01-31,43.426,12.415,7.3,2.6--ML,2.6,ML,BULLETIN
2015-01-30,46.386,13.174,10.4,3.8--Mw,3.8,Mw,BULLETIN
2015-01-29,39.342,14.567,404.4,3.3--ML,3.3,ML,BULLETIN
2015-01-26,46.113,12.153,10,3.0--ML,3,ML,BULLETIN
2015-01-25,37.806,15.935,45.3,2.9--ML,2.9,ML,BULLETIN
2015-01-25,46.794,10.161,8.8,3.0--ML,3,ML,BULLETIN
2015-01-25,44.131,11.157,9.5,2.6--ML,2.6,ML,BULLETIN
2015-01-24,44.128,11.148,9.4,2.9--ML,2.9,ML,BULLETIN
2015-01-24,44.13,11.154,9.4,2.7--ML,2.7,ML,BULLETIN
2015-01-24,44.13,11.152,8.9,2.8--ML,2.8,ML,BULLETIN
2015-01-24,44.114,11.136,8,2.9--ML,2.9,ML,BULLETIN
2015-01-23,44.14,11.124,8.8,2.6--ML,2.6,ML,BULLETIN
2015-01-23,44.132,11.137,9.6,2.5--ML,2.5,ML,BULLETIN
2015-01-23,44.135,11.126,9.1,3.5--ML,3.5,ML,BULLETIN
2015-01-23,43.424,12.364,8.6,2.5--ML,2.5,ML,BULLETIN
2015-01-23,44.135,11.135,9.5,2.7--ML,2.7,ML,BULLETIN
2015-01-23,44.132,11.126,9,2.9--ML,2.9,ML,BULLETIN
2015-01-23,44.139,11.132,9.2,2.8--ML,2.8,ML,BULLETIN
2015-01-23,44.124,11.152,8.8,2.7--ML,2.7,ML,BULLETIN
2015-01-23,44.132,11.132,8.8,3.4--ML,3.4,ML,BULLETIN
2015-01-23,44.133,11.129,7.8,2.6--ML,2.6,ML,BULLETIN
2015-01-23,44.135,11.11,9.7,2.5--ML,2.5,ML,BULLETIN
2015-01-23,44.138,11.13,9.3,2.6--ML,2.6,ML,BULLETIN
2015-01-23,44.141,11.149,9.3,2.5--ML,2.5,ML,BULLETIN
2015-01-23,44.145,11.117,8.1,2.6--ML,2.6,ML,BULLETIN
2015-01-23,44.146,11.111,8.5,3.2--ML,3.2,ML,BULLETIN
2015-01-23,44.154,11.107,7.8,3.0--ML,3,ML,BULLETIN
2015-01-23,44.128,11.121,9.6,4.3--Mw,4.3,Mw,BULLETIN
2015-01-23,44.131,11.158,9.7,2.5--ML,2.5,ML,BULLETIN
2015-01-23,44.129,11.135,9.4,2.8--ML,2.8,ML,BULLETIN
2015-01-23,44.136,11.151,9.9,3.1--ML,3.1,ML,BULLETIN
2015-01-23,44.115,11.132,9.7,2.9--ML,2.9,ML,BULLETIN
2015-01-23,44.123,11.161,9.4,2.6--ML,2.6,ML,BULLETIN
2015-01-23,44.136,11.142,9.7,2.6--ML,2.6,ML,BULLETIN
2015-01-23,44.134,11.142,9.5,2.8--ML,2.8,ML,BULLETIN
2015-01-23,44.137,11.134,9.5,2.8--ML,2.8,ML,BULLETIN
2015-01-23,44.122,11.136,9.4,2.9--ML,2.9,ML,BULLETIN
2015-01-23,44.121,11.128,9.4,2.8--ML,2.8,ML,BULLETIN
2015-01-23,44.129,11.13,9.4,3.0--ML,3,ML,BULLETIN
2015-01-23,44.137,11.123,9,3.2--ML,3.2,ML,BULLETIN
2015-01-23,44.119,11.135,8.3,3.1--ML,3.1,ML,BULLETIN
2015-01-23,44.12,11.13,9.2,2.7--ML,2.7,ML,BULLETIN
2015-01-22,44.856,11.215,8.3,2.5--ML,2.5,ML,BULLETIN
2015-01-22,38.541,14.928,202.6,2.7--ML,2.7,ML,BULLETIN
2015-01-20,40.783,16.312,6.5,2.7--ML,2.7,ML,BULLETIN
2015-01-20,38.129,15.573,9.7,3.2--ML,3.2,ML,BULLETIN
2015-01-19,39.053,15.266,296,2.8--ML,2.8,ML,BULLETIN
2015-01-18,44.539,9.443,7.7,3.1--ML,3.1,ML,BULLETIN
2015-01-18,46.332,12.898,5,3.0--ML,3,ML,BULLETIN
2015-01-16,38.652,14.942,268.3,2.6--Md,2.6,Md,BULLETIN
2015-01-15,43.203,6.713,10,2.6--ML,2.6,ML,SURVEY
2015-01-15,38.521,13.407,17.5,3.0--ML,3,ML,BULLETIN
2015-01-14,39.434,15.928,52.5,2.6--ML,2.6,ML,BULLETIN
2015-01-14,38.98,15.446,194.1,3.0--ML,3,ML,BULLETIN
2015-01-12,38.379,15.451,120,2.5--ML,2.5,ML,BULLETIN
2015-01-11,39.444,13.963,30,3.1--ML,3.1,ML,BULLETIN
2015-01-11,38.382,15.36,142.1,2.6--ML,2.6,ML,BULLETIN
2015-01-10,36.405,12.759,19.8,3.9--ML,3.9,ML,BULLETIN
2015-01-10,41.902,15.601,6.4,3.3--ML,3.3,ML,BULLETIN
2015-01-10,38.101,13.803,5,3.0--ML,3,ML,BULLETIN
2015-01-10,38.324,15.246,123.4,2.7--ML,2.7,ML,BULLETIN
2015-01-09,43.426,12.406,8.1,3.0--ML,3,ML,BULLETIN
2015-01-09,38.446,15.388,128.2,2.5--ML,2.5,ML,BULLETIN
2015-01-08,38.405,16.412,9.7,2.6--ML,2.6,ML,BULLETIN
2015-01-06,38.207,15.554,59.8,2.5--ML,2.5,ML,BULLETIN
2015-01-06,38.715,14.91,300.6,3.3--ML,3.3,ML,BULLETIN
2015-01-05,44.899,11.248,8,2.7--ML,2.7,ML,BULLETIN
2015-01-05,37.17,15.357,20.3,3.2--ML,3.2,ML,BULLETIN
2015-01-04,38.458,15.396,138.3,2.6--ML,2.6,ML,BULLETIN
2015-01-03,38.255,15.258,124.2,2.6--ML,2.6,ML,BULLETIN
2015-01-02,39.868,15.519,296.2,3.9--ML,3.9,ML,BULLETIN
2015-01-01,41.567,14.439,335.3,3.6--ML,3.6,ML,BULLETIN
2015-01-01,44.918,11.251,8,2.5--ML,2.5,ML,BULLETIN
2015-01-01,38.626,16.248,19.8,2.5--ML,2.5,ML,BULLETIN
2014-12-31,38.292,15.202,121.3,2.5--ML,2.5,ML,BULLETIN
2014-12-31,44.464,6.7,10,2.7--ML,2.7,ML,BULLETIN
2014-12-31,43.146,12.747,9.3,2.5--ML,2.5,ML,BULLETIN
2014-12-30,43.593,11.24,10.2,2.6--ML,2.6,ML,BULLETIN
2014-12-28,39.302,16.374,11.3,2.7--ML,2.7,ML,BULLETIN
2014-12-28,39.278,16.406,23.7,3.3--ML,3.3,ML,BULLETIN
2014-12-28,39.289,16.358,14,4.3--Mw,4.3,Mw,BULLETIN
2014-12-28,37.728,15.013,6.8,2.8--ML,2.8,ML,BULLETIN
2014-12-28,40.285,15.999,17.2,3.2--ML,3.2,ML,BULLETIN
2014-12-28,38.328,15.172,112.6,2.6--ML,2.6,ML,BULLETIN
2014-12-27,38.746,15.711,99.4,3.3--ML,3.3,ML,BULLETIN
2014-12-27,38.5,15.51,137,2.5--ML,2.5,ML,BULLETIN
2014-12-25,38.193,15.699,69.3,2.8--ML,2.8,ML,BULLETIN
2014-12-25,37.779,14.701,28,2.5--ML,2.5,ML,BULLETIN
2014-12-25,38.49,15.461,162.8,3.0--ML,3,ML,BULLETIN
2014-12-24,39.245,15.266,290,2.6--ML,2.6,ML,BULLETIN
2014-12-24,41.707,14.956,18,4.0--Mw,4,Mw,BULLETIN
2014-12-24,42.604,12.569,6.9,2.6--ML,2.6,ML,BULLETIN
2014-12-23,36.341,12.634,53.4,2.8--ML,2.8,ML,BULLETIN
2014-12-23,42.634,16.253,22.9,3.4--ML,3.4,ML,BULLETIN
2014-12-23,39.166,15.688,207.6,2.5--ML,2.5,ML,BULLETIN
2014-12-22,38.361,15.48,127.4,2.5--ML,2.5,ML,BULLETIN
2014-12-22,38.615,14.759,295.1,2.6--Md,2.6,Md,BULLETIN
2014-12-22,43.606,11.228,8.7,2.8--ML,2.8,ML,BULLETIN
2014-12-22,43.611,11.213,7.6,2.6--ML,2.6,ML,BULLETIN
2014-12-21,43.612,11.22,8.8,2.6--ML,2.6,ML,BULLETIN
2014-12-21,43.612,11.228,7.6,3.0--ML,3,ML,BULLETIN
2014-12-21,43.544,12.138,8.3,3.6--Mw,3.6,Mw,BULLETIN
2014-12-21,42.699,11.964,8.3,2.6--ML,2.6,ML,BULLETIN
2014-12-21,42.683,11.959,6.1,2.6--ML,2.6,ML,SURVEY
2014-12-21,43.544,12.14,8.8,2.6--ML,2.6,ML,BULLETIN
2014-12-21,44.54,9.456,7.2,2.7--ML,2.7,ML,BULLETIN
2014-12-21,43.594,11.244,8.9,2.9--ML,2.9,ML,BULLETIN
2014-12-20,36.333,12.701,27.5,3.2--ML,3.2,ML,BULLETIN
2014-12-20,43.61,11.252,7.4,2.5--ML,2.5,ML,BULLETIN
2014-12-20,36.334,12.743,38,3.4--ML,3.4,ML,BULLETIN
2014-12-20,43.618,11.23,5.8,2.6--ML,2.6,ML,BULLETIN
2014-12-20,43.609,11.206,8.3,2.6--ML,2.6,ML,BULLETIN
2014-12-20,43.437,12.372,7.1,2.6--ML,2.6,ML,BULLETIN
2014-12-20,43.593,11.229,8.1,2.9--ML,2.9,ML,BULLETIN
2014-12-20,43.589,11.228,7,2.6--ML,2.6,ML,BULLETIN
2014-12-20,43.585,11.233,9.4,2.5--ML,2.5,ML,BULLETIN
2014-12-20,43.59,11.244,8.9,2.8--ML,2.8,ML,BULLETIN
2014-12-20,43.607,11.238,7.5,2.8--ML,2.8,ML,BULLETIN
2014-12-20,43.597,11.24,8.6,3.1--ML,3.1,ML,BULLETIN
2014-12-20,43.601,11.203,8.5,3.0--ML,3,ML,BULLETIN
2014-12-20,43.614,11.246,7.1,3.0--ML,3,ML,BULLETIN
2014-12-20,43.598,11.237,7.4,3.5--ML,3.5,ML,BULLETIN
2014-12-19,43.604,11.256,7.7,3.1--ML,3.1,ML,BULLETIN
2014-12-19,43.438,12.374,9.3,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.618,11.226,7.3,3.0--ML,3,ML,BULLETIN
2014-12-19,36.221,12.573,73.7,3.0--ML,3,ML,BULLETIN
2014-12-19,43.616,11.246,6.2,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.61,11.2,8.3,3.5--ML,3.5,ML,BULLETIN
2014-12-19,43.621,11.234,7.7,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.624,11.232,7.3,3.6--ML,3.6,ML,BULLETIN
2014-12-19,43.613,11.238,7.6,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.614,11.239,8.2,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.624,11.252,7.5,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.61,11.236,9.7,2.8--ML,2.8,ML,BULLETIN
2014-12-19,43.619,11.238,8.1,2.7--ML,2.7,ML,BULLETIN
2014-12-19,43.607,11.24,7.9,2.7--ML,2.7,ML,BULLETIN
2014-12-19,43.62,11.245,7.3,3.0--ML,3,ML,BULLETIN
2014-12-19,43.616,11.245,7.3,3.2--ML,3.2,ML,BULLETIN
2014-12-19,43.599,11.238,9.5,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.602,11.243,8.4,3.4--ML,3.4,ML,BULLETIN
2014-12-19,43.605,11.262,6.7,2.8--ML,2.8,ML,BULLETIN
2014-12-19,43.619,11.247,7.7,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.61,11.25,7.2,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.618,11.249,6,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.595,11.251,9.3,2.7--ML,2.7,ML,BULLETIN
2014-12-19,43.617,11.24,7.3,2.8--ML,2.8,ML,BULLETIN
2014-12-19,43.612,11.246,7.6,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.606,11.24,8.6,4.0--Mw,4,Mw,BULLETIN
2014-12-19,43.612,11.247,7.6,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.612,11.237,7.9,3.0--ML,3,ML,BULLETIN
2014-12-19,43.611,11.24,8.7,2.5--ML,2.5,ML,BULLETIN
2014-12-19,43.603,11.24,8.9,3.8--Mw,3.8,Mw,BULLETIN
2014-12-19,43.606,11.252,7.7,2.8--ML,2.8,ML,BULLETIN
2014-12-19,43.611,11.241,7.9,2.7--ML,2.7,ML,BULLETIN
2014-12-19,43.614,11.257,7.4,2.6--ML,2.6,ML,BULLETIN
2014-12-19,43.614,11.245,7.5,2.7--ML,2.7,ML,BULLETIN
2014-12-19,43.603,11.23,9.2,3.5--ML,3.5,ML,BULLETIN
2014-12-17,46.786,6.873,23.5,2.8--ML,2.8,ML,BULLETIN
2014-12-16,42.621,13.096,9.4,2.7--ML,2.7,ML,BULLETIN
2014-12-15,47.481,9.154,7.2,2.9--ML,2.9,ML,BULLETIN
2014-12-14,40.456,15.141,329.1,4.0--ML,4,ML,BULLETIN
2014-12-14,45.973,14.249,2.4,2.8--ML,2.8,ML,BULLETIN
2014-12-13,44.455,7.268,18.2,2.8--ML,2.8,ML,BULLETIN
2014-12-13,36.573,16.387,23.1,2.6--Md,2.6,Md,BULLETIN
2014-12-12,43.303,12.57,8.9,2.6--ML,2.6,ML,BULLETIN
2014-12-12,44.866,11.14,7.4,3.2--ML,3.2,ML,BULLETIN
2014-12-11,46.094,14.277,6,2.7--ML,2.7,ML,BULLETIN
2014-12-11,37.347,15.789,25.5,2.6--ML,2.6,ML,BULLETIN
2014-12-11,43.303,12.572,7.9,2.6--ML,2.6,ML,BULLETIN
2014-12-10,43.308,12.564,9.2,2.5--ML,2.5,ML,BULLETIN
2014-12-10,43.306,12.568,8.5,2.8--ML,2.8,ML,BULLETIN
2014-12-10,38.344,14.822,122.4,2.5--ML,2.5,ML,BULLETIN
2014-12-10,43.317,12.563,7.6,2.6--ML,2.6,ML,BULLETIN
2014-12-10,39.392,15.602,259.5,2.5--Md,2.5,Md,BULLETIN
2014-12-08,43.118,12.566,7.7,2.5--ML,2.5,ML,BULLETIN
2014-12-08,38.592,16.202,7.9,2.8--ML,2.8,ML,BULLETIN
2014-12-08,43.308,12.563,8.7,2.6--ML,2.6,ML,BULLETIN
2014-12-08,43.31,12.564,8.5,2.8--ML,2.8,ML,BULLETIN
2014-12-07,47.087,9.39,8,2.5--ML,2.5,ML,BULLETIN
2014-12-07,37.788,12.664,5,2.8--ML,2.8,ML,BULLETIN
2014-12-06,44.88,9.024,11.1,3.6--ML,3.6,ML,BULLETIN
2014-12-06,43.312,12.568,7.9,2.5--ML,2.5,ML,BULLETIN
2014-12-05,43.313,12.573,6.7,2.7--ML,2.7,ML,BULLETIN
2014-12-05,43.623,6.329,8.8,2.6--ML,2.6,ML,SURVEY
2014-12-05,41.085,15.43,9.3,2.5--ML,2.5,ML,BULLETIN
2014-12-05,46.425,12.882,5,2.8--ML,2.8,ML,BULLETIN
2014-12-05,43.614,11.244,7.6,2.8--ML,2.8,ML,BULLETIN
2014-12-04,43.307,12.567,7.8,2.5--ML,2.5,ML,BULLETIN
2014-12-04,46.001,6.952,11.8,2.5--ML,2.5,ML,BULLETIN
2014-12-04,43.309,12.564,8.9,2.8--ML,2.8,ML,BULLETIN
2014-12-04,43.313,12.56,8.5,2.6--ML,2.6,ML,BULLETIN
2014-12-04,43.311,12.564,8.1,2.5--ML,2.5,ML,BULLETIN
2014-12-02,41.092,15.451,9.7,2.7--ML,2.7,ML,BULLETIN
2014-12-02,41.102,15.426,8.9,2.7--ML,2.7,ML,BULLETIN
2014-12-02,41.083,15.428,9.2,2.8--ML,2.8,ML,BULLETIN
2014-12-02,42.831,13.095,8.3,2.5--ML,2.5,ML,BULLETIN
2014-12-01,38.358,15.454,123.7,2.5--ML,2.5,ML,BULLETIN
